ID sample_1 sample_2 value_1 value_2 q_value
RPL29 C E 1016.31 740.938 0.000489787
RPL29P2 C E 0 0 1
RPL3 C E 1074.12 854.755 0.0140463
RPL30 C E 1152.38 874.42 0.00420003
RPL31 C E 947.499 815.591 0.223616
RPL31P11 C E 0 0 1
RPL32 C E 283.219 233.783 0.045782
RPL32P3 C E 2.44635 2.22953 0.62225
RPL34 C E 177.15 137.539 0.0134888
RPL34-AS1 C E 0 0.0223261 1
RPL35 C E 1815.15 1153.62 0.000259295
RPL35A C E 1285.79 899.054 0.000259295
RPL36 C E 696.025 544.123 0.0191096
RPL36A C E 5.34037 3.6212 0.618583
RPL36A-HNRNPH2 C E 4.87101 2.69346 0.170514
RPL36AL C E 286.422 191.134 0.000259295
RPL37 C E 219.476 195.337 0.259813
RPL37A C E 849.715 832.774 0.880346
RPL38 C E 1175.44 831.375 0.000259295
RPL39 C E 309.094 253.983 0.0863697
RPL39L C E 63.7486 68.1788 0.628392
RPL3L C E 0 0.106577 1
RPL4 C E 1461.42 1318.39 0.324423
RPL41 C E 1144.36 901.786 0.0163504
RPL5 C E 799.556 589.381 0.00132463
RPL6 C E 853.071 593.958 0.000259295
RPL7 C E 208.219 168.562 0.0347579
RPL7A C E 821.462 537.285 0.000259295
RPL7L1 C E 40.7529 35.6501 0.265565
RPL8 C E 2051.59 1542.3 0.00112625
RPL9 C E 157.617 123.79 0.415217
RPLP0 C E 2300.49 1962.7 0.115068
RPLP0P2 C E 0.088517 1.0092 0.000489787
RPLP1 C E 3713.95 3516.65 0.634207
RPLP2 C E 1487.55 1199.61 0.0243006
RPN1 C E 177.756 163.829 0.448539
RPN2 C E 226.285 246.949 0.412133
RPP14 C E 11.38 9.85226 0.230882
RPP21 C E 0 0 1
RPP25 C E 61.004 58.8912 0.779312
RPP25L C E 16.9411 15.0467 0.428009
RPP30 C E 17.1507 15.5825 0.463552
RPP38 C E 14.328 13.7734 0.812824
RPP40 C E 33.6515 25.6351 0.0940584
RPPH1 C E 42.0128 149.343 0.000259295
RPRD1A C E 20.9773 20.4579 0.860682
RPRD1B C E 14.9875 15.6413 0.748176
RPRD2 C E 13.1864 12.1229 0.471734
RPRM C E 0.122761 0.156491 1
RPRML C E 0.141953 0 1
RPS10 C E 635.318 421.393 0.000489787
RPS10-NUDT3 C E 0 0 1
RPS10P7 C E 1.80717 3.95525 0.00662284
RPS11 C E 974.74 664.572 0.000259295
RPS12 C E 1091.72 1004.68 0.45195
RPS13 C E 1030.17 839.894 0.0338066
RPS14 C E 1706.35 1226.99 0.000259295
RPS14P3 C E 1.234 0.536175 0.721644
RPS15 C E 1016.94 739.239 0.000710791
RPS15A C E 636.406 527.66 0.0830857
RPS15AP10 C E 0.226808 0.344088 1
RPS16 C E 891.9 779.63 0.188052
RPS16P5 C E 0.0145713 0.0192234 1
RPS17 C E 7.0967 4.36953 0.0762215
RPS18 C E 12.4462 5.23315 0.000259295
RPS18P9 C E 1.56702 1.91084 0.473416
RPS19 C E 518.154 506.407 0.854054
RPS19BP1 C E 112.133 89.6598 0.0325585
RPS2 C E 884.416 717.82 0.0249263
RPS20 C E 410.846 374.174 0.388795
RPS21 C E 1699.32 1366.73 0.0288706
RPS23 C E 86.658 79.9135 0.453206
RPS24 C E 2306.25 1721.46 0.000710791
RPS25 C E 801.525 638.532 0.0256441
RPS26 C E 50.5244 28.7365 0.000259295
RPS26P11 C E 0.0737238 0.066139 1
RPS27 C E 410.673 433.013 0.714216
RPS27A C E 475.044 338.308 0.000259295
RPS27L C E 110.633 107.171 0.807647
RPS28 C E 0.264018 0.938892 1
RPS29 C E 722.596 514.908 0.00209103
RPS2P32 C E 10.1124 13.5338 0.0322176
RPS3 C E 707.72 518.856 0.000489787
RPS3A C E 544.918 406.656 0.00171423
RPS4X C E 1346.44 1233.78 0.416543
RPS4Y1 C E 0 0 1
RPS4Y2 C E 0 0 1
RPS5 C E 904.419 707.544 0.00907366
RPS6 C E 1086.74 858.64 0.0122415
RPS6KA1 C E 33.4922 26.5067 0.0235656
RPS6KA2 C E 0.0329755 0.576296 1
RPS6KA2-AS1 C E 0 0 1
RPS6KA2-IT1 C E 0 0 1
RPS6KA3 C E 7.36596 8.01514 0.488953
RPS6KA4 C E 47.9037 23.2797 0.000259295
RPS6KA5 C E 7.34758 6.51055 0.36874
RPS6KA6 C E 0 0 1
RPS6KB1 C E 9.21302 10.6163 0.215343
RPS6KB2 C E 54.9763 42.8619 0.0183501
RPS6KC1 C E 14.2355 16.0323 0.301211
RPS6KL1 C E 0.222653 0.750847 0.000259295
RPS7 C E 591.545 401.63 0.000259295
RPS7P5 C E 0 0 1
RPS8 C E 1448.45 1252.4 0.138575
RPS9 C E 706.419 571.551 0.0235656
RPSA C E 1002.54 742.45 0.000259295
RPSAP52 C E 0.313774 0.0438346 1
RPSAP58 C E 462.057 332.926 0.000489787
RPSAP9 C E 3.00573 2.4951 0.325285
RPTN C E 0 0 1
RPTOR C E 23.1172 16.4601 0.000259295
RPUSD1 C E 28.1146 22.6929 0.0515056
RPUSD2 C E 11.405 10.2622 0.429869
RPUSD3 C E 46.2858 59.1504 0.0222642
RPUSD4 C E 11.7457 11.934 0.916893
RQCD1 C E 34.3723 30.2877 0.304931
RRAD C E 0.681988 0.360763 0.0687384
RRAGA C E 45.94 53.4209 0.169125
RRAGB C E 3.75268 5.12801 0.0220089
RRAGC C E 16.0049 25.7878 0.000259295
RRAGD C E 1.38102 2.26356 0.000259295
RRAS C E 16.5595 13.6844 0.166139
RRAS2 C E 54.3523 62.7027 0.175087
RRBP1 C E 59.0791 71.6032 0.0521097
RREB1 C E 8.56275 8.94841 0.730592
RRH C E 0 0.0161698 1
RRM1 C E 253.32 159.074 0.000259295
RRM2 C E 112.585 47.684 0.000259295
RRM2B C E 6.50108 13.2281 0.000259295
RRN3 C E 19.0696 19.9943 0.849875
RRN3P1 C E 0.246138 0.334209 1
RRN3P2 C E 1.22055 1.31656 0.736069
RRN3P3 C E 1.36408 1.04309 0.63673
RRNAD1 C E 6.84244 13.5519 0.000259295
RRP1 C E 28.1098 17.2046 0.000259295
RRP12 C E 24.6829 25.8016 0.7207
RRP15 C E 3.6052 3.08712 0.206917
RRP1B C E 44.1612 32.3273 0.000489787
RRP36 C E 55.4766 46.0442 0.0988799
RRP7A C E 15.7962 9.70913 0.000259295
RRP7BP C E 10.9799 6.36132 0.000259295
RRP8 C E 27.3437 23.0544 0.139774
RRP9 C E 31.4072 30.1874 0.773639
RRS1 C E 36.9016 24.9656 0.000489787
RRS1-AS1 C E 0.0140068 0.0252043 1
RS1 C E 0 0 1
RSAD1 C E 11.087 20.0247 0.000259295
RSAD2 C E 0.106945 0.0572067 1
RSBN1 C E 2.09046 2.56193 0.107564
RSBN1L C E 6.03949 4.21823 0.0148545
RSC1A1 C E 10.0141 9.99565 0.992455
RSF1 C E 12.8055 12.3756 0.803274
RSG1 C E 1.47642 1.90381 0.228331
RSL1D1 C E 41.9107 28.9125 0.000259295
RSL24D1 C E 72.2865 102.166 0.000710791
RSPH1 C E 0.19751 0.536529 1
RSPH10B C E 0.0710319 0.0204021 1
RSPH10B2 C E 0.0220888 0.0497272 1
RSPH14 C E 0 0 1
RSPH3 C E 3.43248 7.86121 0.000259295
RSPH4A C E 15.5728 7.98299 0.000259295
RSPH6A C E 0 0 1
RSPH9 C E 0 0.0307074 1
RSPO1 C E 0 0 1
RSPO2 C E 0 0 1
RSPO3 C E 16.9962 12.799 0.00470799
RSPO4 C E 0 0 1
RSPRY1 C E 8.78826 10.3971 0.20802
RSRC1 C E 17.2186 16.8754 0.89654
RSRC2 C E 18.9874 21.8324 0.244886
RSRP1 C E 11.188 16.4769 0.000920449
RSU1 C E 20.737 18.1306 0.228842
RSU1P2 C E 0 0 1
RTBDN C E 0.0779955 0.111856 1
RTCA C E 11.0231 13.8175 0.0510041
RTCA-AS1 C E 0.297747 0.255719 1
RTCB C E 50.2305 47.5888 0.661681
RTEL1 C E 10.5093 7.62946 0.0972565
RTEL1-TNFRSF6B C E 0.76754 0.640267 0.840887
RTF1 C E 32.9658 29.4411 0.294548
RTFDC1 C E 126.534 111.947 0.246689
RTKN C E 12.022 10.8469 0.43959
RTKN2 C E 2.48093 1.80725 0.071338
RTL1 C E 0 0.0104264 1
RTN1 C E 0.669319 2.23308 0.000259295
RTN2 C E 3.61447 4.51032 0.165633
RTN3 C E 136.716 186.567 0.000710791
RTN4 C E 277.008 260.444 0.580414
RTN4IP1 C E 6.42466 4.26661 0.000920449
RTN4R C E 8.20152 12.7381 0.000259295
RTN4RL1 C E 3.04081 1.54853 0.000259295
RTN4RL2 C E 9.38096 3.1527 0.000259295
RTP1 C E 0.0111291 0 1
RTP2 C E 0 0 1
RTP3 C E 0.1591 0.106127 1
RTP4 C E 0 0 1
RTP5 C E 0 0 1
RTTN C E 6.4813 4.00659 0.000259295
RUFY1 C E 27.3037 20.8915 0.0111028
RUFY2 C E 4.49694 7.62351 0.143234
RUFY3 C E 3.28471 3.64134 0.560389
RUFY4 C E 0 0 1
RUNDC1 C E 12.8918 10.9195 0.147075
RUNDC3A C E 0.0804664 0.352207 1
RUNDC3A-AS1 C E 0.557401 1.24023 0.000259295
RUNDC3B C E 0.0254555 0.121861 1
RUNX1 C E 6.85774 10.9877 0.000259295
RUNX1-IT1 C E 0.0488315 0.0151785 1
RUNX1T1 C E 0 0 1
RUNX2 C E 6.27957 4.54025 0.0111028
RUNX3 C E 0.176787 0.308829 1
RUSC1 C E 24.0982 25.2126 0.853729
RUSC1-AS1 C E 0.113953 0.536404 1
RUSC2 C E 13.7293 12.0897 0.260037
RUVBL1 C E 70.8688 49.499 0.000489787
RUVBL1-AS1 C E 0 0.0707474 1
RUVBL2 C E 108.835 62.8529 0.000259295
RWDD1 C E 25.6518 22.1665 0.234082
RWDD2A C E 3.80024 6.45387 0.217504
RWDD2B C E 16.6112 15.4603 0.606041
RWDD3 C E 7.5431 10.7051 0.118669
RWDD4 C E 9.31591 9.30561 0.993089
RXFP1 C E 0 0 1
RXFP2 C E 0 0 1
RXFP3 C E 0 0 1
RXFP4 C E 0 0.021446 1
RXRA C E 22.8176 13.5789 0.000259295
RXRB C E 0 0 1
RXRG C E 0.015601 0 1
RYBP C E 12.2961 11.8266 0.771521
RYK C E 33.0771 37.086 0.306942
RYR1 C E 0.0778178 0.0689236 1
RYR2 C E 1.11006 0.549504 0.000259295
RYR3 C E 0.0476335 0.0323314 1
S100A1 C E 0.327655 0.303334 1
S100A10 C E 376.327 173.868 0.000259295
S100A11 C E 1403.73 981.062 0.000259295
S100A12 C E 0 0 1
S100A13 C E 166.355 91.9959 0.0220089
S100A14 C E 0.651793 0.227289 0.136147
S100A16 C E 329.536 176.382 0.000259295
S100A2 C E 18.01 3.8812 0.000259295
S100A3 C E 7.96196 1.2446 0.00369419
S100A4 C E 180.614 42.1503 0.000259295
S100A5 C E 0 0 1
S100A6 C E 1263.61 635.751 0.000259295
S100A7 C E 0 0 1
S100A7A C E 0 0 1
S100A7L2 C E 0 0 1
S100A8 C E 0 0 1
S100A9 C E 0.0750812 0 1
S100B C E 0 0.0199692 1
S100G C E 0 0 1
S100P C E 116.87 284.15 0.000259295
S100PBP C E 10.1456 10.3098 0.965482
S100Z C E 0 0 1
S1PR1 C E 5.93835 3.3901 0.000259295
S1PR2 C E 1.73881 1.78334 0.895977
S1PR3 C E 38.1398 18.4755 0.000259295
S1PR4 C E 0.324405 0.181133 1
S1PR5 C E 4.96895 2.94775 0.000259295
SAA1 C E 0.277486 0.0727564 1
SAA2 C E 0.0706485 0.0925966 1
SAA2-SAA4 C E 0 0 1
SAA3P C E 0 0 1
SAA4 C E 0 0 1
SAAL1 C E 20.3665 13.5247 0.000710791
SAC3D1 C E 27.02 17.1598 0.000259295
SACM1L C E 16.4835 19.863 0.088597
SACS C E 5.64438 5.17058 0.460606
SACS-AS1 C E 0.0636384 0.0808051 1
SAE1 C E 70.4317 59.2613 0.090237
SAFB C E 54.7683 31.4634 0.000259295
SAFB2 C E 26.2888 16.2176 0.000259295
SAG C E 0 0 1
SAGE1 C E 0 0 1
SALL1 C E 0 0 1
SALL2 C E 0 0.0077645 1
SALL3 C E 0 0 1
SALL4 C E 2.59321 2.55513 0.934768
SALRNA1 C E 0 0.0201214 1
SALRNA2 C E 0.0120854 0.0114967 1
SALRNA3 C E 0 0 1
SAMD1 C E 17.7827 11.5043 0.000489787
SAMD10 C E 4.73194 4.90377 0.834549
SAMD11 C E 9.5473 6.56001 0.261877
SAMD12 C E 1.47845 3.14401 0.000259295
SAMD12-AS1 C E 0.746103 0.346621 0.659378
SAMD13 C E 0.191581 0.097884 1
SAMD14 C E 0.105512 0.232487 1
SAMD15 C E 1.9292 1.89212 0.928243
SAMD3 C E 0 0 1
SAMD4A C E 1.67548 3.07361 0.000259295
SAMD4B C E 26.9419 39.9026 0.000259295
SAMD5 C E 0 0.00336861 1
SAMD7 C E 0 0 1
SAMD8 C E 10.8992 12.9849 0.100823
SAMD9 C E 8.13057 4.03769 0.000259295
SAMD9L C E 1.73633 1.6645 0.803233
SAMHD1 C E 10.0242 12.9796 0.0191096
SAMM50 C E 71.1423 44.4654 0.000259295
SAMSN1 C E 0.0133044 0 1
SAMSN1-AS1 C E 0 0 1
SAP130 C E 19.2437 18.9256 0.90628
SAP18 C E 31.7345 31.8203 0.985333
SAP25 C E 0.143961 0.366596 1
SAP30 C E 9.49464 10.018 0.750903
SAP30BP C E 25.132 23.2018 0.603165
SAP30L C E 5.33785 7.37908 0.00227367
SAP30L-AS1 C E 0.893235 1.3005 0.730108
SAPCD1 C E 0 0 1
SAPCD1-AS1 C E 0 0 1
SAPCD2 C E 22.2142 14.3696 0.000259295
SAR1A C E 128.801 101.414 0.010248
SAR1B C E 9.49498 11.951 0.0261227
SARAF C E 78.9426 144.119 0.000259295
SARDH C E 0.0188522 0.00616164 1
SARM1 C E 3.85883 2.90968 0.340421
SARNP C E 65.2398 55.4207 0.35311
SARS C E 73.8676 114.271 0.000259295
SARS2 C E 10.794 6.55283 0.0298436
SART1 C E 58.471 43.2506 0.000489787
SART3 C E 27.7857 23.3468 0.0954946
SASH1 C E 2.63066 3.58661 0.00615355
SASH3 C E 0.00890716 0 1
SASS6 C E 3.71042 2.89062 0.0534064
SAT1 C E 43.3889 49.0248 0.325086
SAT2 C E 27.4829 36.0388 0.334016
SATB1 C E 2.64724 3.59078 0.0159293
SATB1-AS1 C E 0 0 1
SATB2 C E 0.98073 2.01332 0.000259295
SATB2-AS1 C E 0.00706584 0.0110427 1
SATL1 C E 0 0 1
SAV1 C E 12.462 17.5575 0.00171423
SAXO1 C E 0 0 1
SAXO2 C E 0.0779555 0.124585 1
SAYSD1 C E 1.9983 3.5823 0.000489787
SBDS C E 55.2316 54.6974 0.94316
SBDSP1 C E 23.2986 21.8423 0.651603
SBF1 C E 27.4109 35.1095 0.0221341
SBF1P1 C E 0 0 1
SBF2 C E 23.6276 24.2804 0.835529
SBF2-AS1 C E 6.15626 5.91435 0.937304
SBK1 C E 0.0885453 0.176015 1
SBK2 C E 0.0510498 0.023843 1
SBK3 C E 0.525065 0.240183 1
SBNO1 C E 18.165 16.6707 0.443584
SBNO2 C E 20.7602 15.767 0.00709188
SBSN C E 0.131631 0.120613 1
SBSPON C E 0.0799027 0.051861 1
SC5D C E 3.74429 6.1704 0.000259295
SCAF1 C E 34.7423 29.0284 0.0762215
SCAF11 C E 22.0707 20.2865 0.448872
SCAF4 C E 8.01855 8.35595 0.773916
SCAF8 C E 11.3155 10.7153 0.672338
SCAI C E 1.44115 1.70989 0.172436
SCAMP1 C E 12.0529 14.3586 0.135058
SCAMP1-AS1 C E 7.59506 10.4581 0.350727
SCAMP2 C E 33.559 44.0787 0.013632
SCAMP3 C E 45.8034 63.7141 0.00152207
SCAMP4 C E 25.3633 20.6306 0.0654016
SCAMP5 C E 2.88346 3.27271 0.394063
SCAND1 C E 80.8931 66.6582 0.0849087
SCAND2P C E 2.51137 3.71633 0.0795293
SCAP C E 33.0987 38.3748 0.156527
SCAPER C E 1.79673 2.4861 0.0148545
SCARA3 C E 47.1606 34.8191 0.00299421
SCARA5 C E 1.44061 0.244171 0.000259295
SCARB1 C E 152.441 79.0195 0.000259295
SCARB2 C E 43.2993 67.8064 0.000259295
SCARF1 C E 0.551488 0.643601 0.504828
SCARF2 C E 0.352863 1.11342 0.000259295
SCARNA1 C E 0 0 1
SCARNA10 C E 0.422501 6.3335 0.393021
SCARNA11 C E 0 0 1
SCARNA12 C E 36.9057 28.5283 0.897474
SCARNA13 C E 1.82719 0 1
SCARNA14 C E 0 0 1
SCARNA15 C E 0 0 1
SCARNA16 C E 0 0 1
SCARNA17 C E 0.87476 1.74326 0.786044
SCARNA18 C E 0 0 1
SCARNA2 C E 0.775111 1.40053 0.594726
SCARNA20 C E 0 0 1
SCARNA21 C E 0 0 1
SCARNA22 C E 0 0 1
SCARNA23 C E 0 0 1
SCARNA27 C E 0 0 1
SCARNA3 C E 0 0 1
SCARNA4 C E 0 0 1
SCARNA5 C E 2.51929 0 1
SCARNA6 C E 0 3.35505 1
SCARNA7 C E 0.512313 2.07687 0.565972
SCARNA8 C E 0 0 1
SCARNA9 C E 1.05134 1.95431 0.818005
SCARNA9L C E 0 0.34753 1
SCART1 C E 0.0604902 0.147352 1
SCCPDH C E 30.1927 34.7714 0.196565
SCD C E 209.104 107.525 0.000259295
SCD5 C E 12.3385 13.207 0.605714
SCEL C E 0 0 1
SCEL-AS1 C E 0 0 1
SCFD1 C E 22.7356 22.406 0.918824
SCFD2 C E 6.12078 6.30308 0.849809
SCG2 C E 0.301716 0.290264 1
SCG3 C E 0.00687328 0 1
SCG5 C E 0.184324 0.109254 1
SCGB1A1 C E 0 0 1
SCGB1B2P C E 0 0 1
SCGB1C1 C E 0 0 1
SCGB1C2 C E 0 0 1
SCGB1D1 C E 0 0 1
SCGB1D2 C E 0 0 1
SCGB1D4 C E 0 0 1
SCGB2A1 C E 0 0 1
SCGB2A2 C E 0 0 1
SCGB2B2 C E 0 0 1
SCGB2B3P C E 0 0 1
SCGB3A1 C E 0 0 1
SCGB3A2 C E 0 0 1
SCGN C E 0 0 1
SCHIP1 C E 0.916776 0.919008 0.997225
SCHLAP1 C E 0 0 1
SCIMP C E 0.0193572 0.0158387 1
SCIN C E 0.222467 0.0929203 1
SCLT1 C E 5.95944 7.50196 0.0932419
SCLY C E 6.25076 7.58229 0.408406
SCMH1 C E 9.7895 7.94005 0.116821
SCML1 C E 3.39907 6.45264 0.000259295
SCML2 C E 1.69728 2.65979 0.00132463
SCML4 C E 0 0 1
SCN10A C E 0 0 1
SCN11A C E 0 0.00871065 1
SCN1A C E 0.0200499 0.00261486 1
SCN1B C E 2.67446 2.81729 0.812824
SCN2A C E 0 0 1
SCN2B C E 0 0 1
SCN3A C E 0 0 1
SCN3B C E 0.0750931 1.07919 0.000259295
SCN4A C E 0.303301 0.433359 1
SCN4B C E 0.00524146 0 1
SCN5A C E 0 0 1
SCN7A C E 0 0 1
SCN8A C E 4.95469 7.66489 0.000259295
SCN9A C E 0 0.026089 1
SCNM1 C E 16.7097 13.6417 0.154089
SCNN1A C E 6.65868 2.14297 0.0857487
SCNN1B C E 0 0 1
SCNN1D C E 0.414537 0.49056 1
SCNN1G C E 0 0 1
SCO1 C E 46.6968 35.8165 0.00892513
SCO2 C E 43.2614 41.2335 0.86901
SCOC C E 8.21262 14.2647 0.000259295
SCOC-AS1 C E 0 0 1
SCP2 C E 49.3378 51.7272 0.727111
SCP2D1 C E 0 0 1
SCPEP1 C E 25.8936 46.9715 0.000259295
SCRG1 C E 0 0.0276715 1
SCRIB C E 34.2376 31.3748 0.432193
SCRN1 C E 44.0029 40.8929 0.520907
SCRN2 C E 11.6402 15.9417 0.00877664
SCRN3 C E 6.42211 7.31396 0.312203
SCRT1 C E 0.051712 0.0865044 1
SCRT2 C E 0 0 1
SCT C E 0 0.0781992 1
SCTR C E 0.0241173 0.0698444 1
SCUBE1 C E 0.0290253 0.0314351 1
SCUBE2 C E 0.14733 0.116664 1
SCUBE3 C E 0.0568308 0.0671003 1
SCX C E 0.928135 2.00142 0.00877664
SCYL1 C E 101.557 93.7355 0.491443
SCYL2 C E 17.082 23.2378 0.00209103
SCYL3 C E 3.20628 3.33827 0.892574
SDAD1 C E 17.4884 16.3829 0.614121
SDC1 C E 41.3679 32.0843 0.00921977
SDC2 C E 17.0151 34.8107 0.000259295
SDC3 C E 17.2307 17.489 0.916162
SDC4 C E 61.1028 56.5081 0.496461
SDC4P C E 0 0 1
SDCBP C E 58.4146 73.334 0.0229155
SDCBP2 C E 1.27094 3.41008 0.506604
SDCBP2-AS1 C E 1.41314 1.40489 0.997039
SDCCAG3 C E 79.6602 58.5469 0.0240671
SDCCAG8 C E 5.20593 6.64549 0.359531
SDE2 C E 10.1866 13.8055 0.00369419
SDF2 C E 26.3765 29.4049 0.400554
SDF2L1 C E 36.3478 41.9334 0.256914
SDF4 C E 100.768 87.6528 0.182661
SDHA C E 158.116 95.0376 0.000259295
SDHAF1 C E 12.0255 10.013 0.195926
SDHAF2 C E 56.6031 48.9896 0.20916
SDHAF3 C E 7.50356 8.10181 0.603191
SDHAF4 C E 4.07188 2.49089 0.121896
SDHAP1 C E 4.38877 3.83983 0.362429
SDHAP2 C E 3.3706 2.73272 0.17013
SDHAP3 C E 4.08993 5.24576 0.141531
SDHB C E 106.714 72.0591 0.000259295
SDHC C E 37.5348 34.6655 0.496116
SDHD C E 59.8108 52.0336 0.225618
SDK1 C E 0.0497046 0.0779427 1
SDK2 C E 0.0187093 0.0205873 1
SDPR C E 0.589728 0.147733 0.000259295
SDR16C5 C E 0.169764 0.249488 1
SDR16C6P C E 0 0 1
SDR39U1 C E 24.3782 24.7052 0.963746
SDR42E1 C E 0 0 1
SDR9C7 C E 0 0 1
SDS C E 0.0140915 0.0383361 1
SDSL C E 8.5528 14.9422 0.000259295
SEBOX C E 0 0 1
SEC11A C E 95.1438 86.5412 0.404192
SEC11C C E 30.4738 64.3087 0.000259295
SEC13 C E 203.98 178.436 0.198865
SEC14L1 C E 31.3853 26.6053 0.158403
SEC14L1P1 C E 0.837923 1.39823 0.269992
SEC14L2 C E 6.1934 5.1376 0.215995
SEC14L3 C E 0 0 1
SEC14L4 C E 4.09295 3.94503 0.833593
SEC14L5 C E 0.0354791 0.0387509 1
SEC14L6 C E 0 0 1
SEC16A C E 63.3581 61.0135 0.75181
SEC16B C E 0.0153026 0.0157249 1
SEC1P C E 0.0272239 0.038554 1
SEC22A C E 5.93045 7.85089 0.0176858
SEC22B C E 122.395 104.287 0.477733
SEC22C C E 15.555 21.1099 0.205638
SEC23A C E 59.8852 53.9137 0.32665
SEC23B C E 50.316 50.8652 0.93537
SEC23IP C E 9.88999 9.28862 0.610603
SEC24A C E 17.1133 17.7812 0.78123
SEC24B C E 10.2213 11.1816 0.472018
SEC24B-AS1 C E 0.491458 1.04001 0.719516
SEC24C C E 74.6621 80.0701 0.527982
SEC24D C E 25.5307 29.4829 0.174442
SEC31A C E 48.4125 51.6908 0.566808
SEC31B C E 0.261767 0.664686 0.000259295
SEC61A1 C E 203.066 257.408 0.00965511
SEC61A2 C E 6.63109 6.86937 0.944352
SEC61B C E 244.036 205.116 0.110092
SEC61G C E 306.294 307.94 0.971004
SEC62 C E 14.4487 14.3964 0.978472
SEC63 C E 11.3078 14.5874 0.0119637
SECISBP2 C E 8.27318 11.8235 0.000259295
SECISBP2L C E 11.0675 15.9511 0.000259295
SECTM1 C E 20.7155 8.81145 0.000259295
SEH1L C E 18.847 14.3003 0.0132273
SEL1L C E 18.7387 38.6515 0.000259295
SEL1L2 C E 0 0 1
SEL1L3 C E 29.444 65.452 0.000259295
SELE C E 0 0 1
SELENBP1 C E 20.3876 9.88327 0.000259295
SELK C E 25.3269 32.604 0.0429731
SELL C E 0.00950259 0.0087385 1
SELM C E 151.376 125.049 0.0832633
SELO C E 20.2873 17.1269 0.147136
SELP C E 0 0 1
SELPLG C E 1.68742 0.714628 0.000259295
SELT C E 26.5592 26.6051 0.990275
SELV C E 0 0 1
SEMA3A C E 2.2333 1.25766 0.000259295
SEMA3B C E 49.114 26.2392 0.000259295
SEMA3B-AS1 C E 0 0.326569 1
SEMA3C C E 24.5512 15.4979 0.000259295
SEMA3D C E 0 0 1
SEMA3E C E 0 0 1
SEMA3F C E 11.7941 12.8888 0.473698
SEMA3G C E 0.0311688 0.089477 1
SEMA4A C E 0.174873 0.0979212 1
SEMA4B C E 31.5531 32.1767 0.880796
SEMA4C C E 8.16291 9.68876 0.144919
SEMA4D C E 3.59763 3.69711 0.866738
SEMA4F C E 2.8808 6.21371 0.000259295
SEMA4G C E 0.198854 0.253103 1
SEMA5A C E 0.172087 0.0294468 1
SEMA5B C E 0.125653 0.0214324 1
SEMA6A C E 0.0550589 0.0582833 1
SEMA6A-AS1 C E 0.0307374 0.0272932 1
SEMA6B C E 6.75867 1.69336 0.000259295
SEMA6C C E 0.476728 1.43664 0.000259295
SEMA6D C E 0.16896 0.173261 1
SEMA7A C E 1.49909 3.0456 0.000259295
SEMG1 C E 0 0.0122249 1
SEMG2 C E 0 0 1
SENCR C E 0.176047 0.18087 1
SENP1 C E 11.6034 12.5885 0.73344
SENP2 C E 27.6666 32.0339 0.176905
SENP3 C E 72.2726 53.9578 0.313514
SENP3-EIF4A1 C E 0.106764 0.136484 1
SENP5 C E 10.1391 15.1157 0.000259295
SENP6 C E 8.72032 13.1211 0.000259295
SENP7 C E 0.796917 0.724897 0.676712
SENP8 C E 2.35106 2.7924 0.746174
SEP15 C E 118.415 108.212 0.414382
SEPHS1 C E 25.1736 17.4584 0.000259295
SEPHS2 C E 35.6739 55.0146 0.000259295
SEPN1 C E 20.2452 19.7321 0.846068
SEPP1 C E 0 0.0476335 1
SEPSECS C E 2.87108 4.05674 0.00316968
SEPSECS-AS1 C E 0.380483 0.414198 1
SEPT1 C E 0.1862 0.23423 1
SEPT10 C E 41.1647 39.786 0.789334
SEPT11 C E 27.4211 29.0044 0.638618
SEPT12 C E 0.0188007 0 1
SEPT14 C E 0 0 1
SEPT2 C E 137.054 106.986 0.174588
SEPT3 C E 0.241437 0.285318 1
SEPT4 C E 0.142161 0.0729062 1
SEPT4-AS1 C E 0 0 1
SEPT5 C E 0.820422 0.732028 0.808415
SEPT5-GP1BB C E 0.0839007 0.110183 1
SEPT6 C E 10.7904 7.72231 0.00503738
SEPT7 C E 33.6482 27.3127 0.0374824
SEPT7-AS1 C E 0 0.128351 1
SEPT7P2 C E 2.97138 4.15459 0.0189808
SEPT7P9 C E 0 0.0993998 1
SEPT8 C E 9.94881 13.1832 0.0086321
SEPT9 C E 159.31 157.804 0.942331
SEPW1 C E 58.8382 29.0817 0.000259295
SERAC1 C E 2.51219 3.06291 0.149161
SERBP1 C E 101.488 57.5126 0.000259295
SERF1A C E 5.13442 2.33948 0.58202
SERF1B C E 19.4932 23.0394 0.48151
SERF2 C E 59.5224 56.9439 0.882223
SERF2-C15ORF63 C E 0.050269 0.0956228 1
SERGEF C E 5.1281 6.74657 0.0545679
SERHL C E 0 0.0592762 1
SERHL2 C E 0.648152 0.434328 0.576393
SERINC1 C E 34.8907 54.1895 0.000259295
SERINC2 C E 13.4383 17.1472 0.0325585
SERINC3 C E 55.8322 98.7364 0.000259295
SERINC4 C E 0.0393898 0.0263945 1
SERINC5 C E 7.244 13.3363 0.000259295
SERP1 C E 54.2028 68.7795 0.0113903
SERP2 C E 0 0 1
SERPINA1 C E 0.0196569 0.0287216 1
SERPINA10 C E 0 0 1
SERPINA11 C E 0 0 1
SERPINA12 C E 0 0 1
SERPINA13P C E 0 0 1
SERPINA2 C E 0 0 1
